n_raters,mean_kappa,sd_kappa,mean_delta,sd_delta,mean_delta_from_final,sd_delta_from_final,true_kappa
44,0.5047406329904529,0.03152982543940925,0.0026729080902870004,0.0020543518582169327,0.0056802512922837205,0.004259631138148829,0.5
45,0.5046352213978135,0.031226160849924904,0.0025575978856189094,0.0019655731621078276,0.005145651714957089,0.003861385176208498,0.5
46,0.5045557144282361,0.031034708734801516,0.0024448025621036595,0.0019400641834680838,0.004676908415332555,0.003459879365776517,0.5
47,0.5045895160098751,0.03102388574849268,0.002446529970179328,0.0018792982866996503,0.00402311502733054,0.003011597556745507,0.5
48,0.5047131266008957,0.030760726343162584,0.002345996642296563,0.0017327004029506479,0.0032636931418377492,0.0025369911487393465,0.5
49,0.504595000435735,0.030677948235008506,0.002357216351841437,0.0017956447263339295,0.002262108386429238,0.0017733548166444513,0.5
50,0.5045443747138183,0.03053897182271899,0.002262108386429238,0.0017733548166444513,0.0,0.0,0.5
3,0.5961943576335821,0.09174571214494336,,,0.0691806117547187,0.051984849062924256,0.6
4,0.5934216102304208,0.07525085799478243,0.03738832108533728,0.028615931549485343,0.0550959694867837,0.04183955610075876,0.6
5,0.5932436388863828,0.06776908792571694,0.026756699274408813,0.020649080926677665,0.048759931558867334,0.03668287871611983,0.6
6,0.5940725719022144,0.061470353296457975,0.022436677983684677,0.016993542488989686,0.042658481296746466,0.032772464828147774,0.6
7,0.5938233121955893,0.05762153635526787,0.01873337037742518,0.014314373270390937,0.03951429763504,0.03046676483024994,0.6
8,0.594053017956353,0.05337671380222623,0.015688311981575057,0.011929493930912334,0.036230423290407904,0.02738479592369016,0.6
9,0.594028207538869,0.05106522284475542,0.013296295697353229,0.010210038639236304,0.033792350828775915,0.02558081384510255,0.6
10,0.5941574999079613,0.0491468195891153,0.01170375136553994,0.008837633050119153,0.03198040893316794,0.02391677452357556,0.6
11,0.594925460666171,0.046730364172507734,0.01090958082839904,0.00803080093474428,0.029828752574542705,0.022422320198288572,0.6
12,0.5947602998784579,0.045689352179613625,0.01006329149825531,0.0076175142973066426,0.02886871569463962,0.021228537666340308,0.6
13,0.5942642781217661,0.04432839326128243,0.008694509121071456,0.006726887530206963,0.027608974485450705,0.020247296650963358,0.6
14,0.5943031890488051,0.04249369853186429,0.008814857298186622,0.006740846517751182,0.025504617201264138,0.019258596108702106,0.6
15,0.5940983179205594,0.040839751706214115,0.007874821351785952,0.005776403372675759,0.024330424503663777,0.018160176386850756,0.6
